time,Speed pointer 1,RPM pointer 1,Gear pointer 1,
1650920648464,3.413428203202784e-06,1000.341552734375,0,
1650920648484,3.413428203202784e-06,1000.341552734375,0,
1650920648499,3.413428203202784e-06,1000.341552734375,0,
1650920648515,3.413428203202784e-06,1000.341552734375,0,
1650920648530,3.413428203202784e-06,1000.341552734375,0,
1650920648545,3.413428203202784e-06,1000.341552734375,0,
1650920648560,3.413428203202784e-06,1000.341552734375,0,
1650920648575,3.413428203202784e-06,1000.341552734375,0,
1650920648590,3.413428203202784e-06,1000.341552734375,0,
1650920648605,3.413428203202784e-06,1000.341552734375,0,
1650920648620,3.413428203202784e-06,1000.341552734375,0,
1650920648634,3.413428203202784e-06,1000.341552734375,0,
1650920648649,3.413428203202784e-06,1000.341552734375,0,
1650920648664,3.413428203202784e-06,1000.341552734375,0,
1650920648679,3.413428203202784e-06,1000.341552734375,0,
1650920648694,3.413428203202784e-06,1000.341552734375,0,
1650920648709,3.413428203202784e-06,1000.341552734375,0,
1650920648724,3.413428203202784e-06,1000.341552734375,0,
1650920648739,3.413428203202784e-06,1000.341552734375,0,
1650920648754,3.413428203202784e-06,1000.341552734375,0,
1650920648769,3.413428203202784e-06,1000.341552734375,0,
1650920648784,3.413428203202784e-06,1000.341552734375,0,
1650920648799,3.413428203202784e-06,1000.341552734375,0,
1650920648814,3.413428203202784e-06,1000.341552734375,0,
1650920648829,3.413428203202784e-06,1000.341552734375,0,
1650920648844,3.413428203202784e-06,1000.341552734375,0,
1650920648859,3.413428203202784e-06,1000.341552734375,0,
1650920648874,3.413428203202784e-06,1000.341552734375,0,
1650920648889,3.413428203202784e-06,1000.341552734375,0,
1650920648904,3.413428203202784e-06,1000.341552734375,0,
1650920648919,3.413428203202784e-06,1000.341552734375,0,
1650920648934,3.413428203202784e-06,1000.341552734375,0,
1650920648949,3.413428203202784e-06,1000.341552734375,0,
1650920648964,3.413428203202784e-06,1000.341552734375,0,
1650920648979,3.413428203202784e-06,1000.341552734375,0,
1650920648994,3.413428203202784e-06,1000.341552734375,0,
1650920649009,3.413428203202784e-06,1000.341552734375,0,
1650920649025,3.413428203202784e-06,1000.341552734375,0,
1650920649040,3.413428203202784e-06,1000.341552734375,0,
1650920649055,3.413428203202784e-06,1000.341552734375,0,
1650920649070,3.413428203202784e-06,1000.341552734375,0,
1650920649085,3.413428203202784e-06,1000.341552734375,0,
1650920649100,3.413428203202784e-06,1000.341552734375,0,
1650920649115,3.413428203202784e-06,1000.341552734375,0,
1650920649130,3.413428203202784e-06,1000.341552734375,0,
1650920649144,3.413428203202784e-06,1000.341552734375,0,
1650920649159,3.413428203202784e-06,1000.341552734375,0,
1650920649174,3.413428203202784e-06,1000.341552734375,0,
1650920649189,3.413428203202784e-06,1000.341552734375,0,
1650920649205,3.413428203202784e-06,1000.341552734375,0,
1650920649220,3.413428203202784e-06,1000.341552734375,0,
1650920649235,3.413428203202784e-06,1000.341552734375,0,
1650920649250,3.413428203202784e-06,1000.341552734375,0,
